0.06499999999999995,0.725,-0.21999999999999997
0.07499999999999996,0.6950000000000001,-0.2250000000000001
0.07999999999999996,0.6699999999999999,-0.24
0.08499999999999996,0.6599999999999999,-0.2450000000000001
0.08499999999999996,0.655,-0.2250000000000001
0.11499999999999999,0.63,-0.21500000000000008
0.17000000000000004,0.615,-0.22999999999999998
0.235,0.5900000000000001,-0.2450000000000001
0.265,0.565,-0.2450000000000001
0.28500000000000003,0.5700000000000001,-0.21500000000000008
0.28500000000000003,0.5800000000000001,-0.18999999999999995
0.29500000000000004,0.585,-0.18500000000000005
0.31000000000000005,0.575,-0.19999999999999996
0.33499999999999996,0.55,-0.20500000000000007
0.32999999999999996,0.5349999999999999,-0.20500000000000007
0.29500000000000004,0.5549999999999999,-0.19500000000000006
0.28500000000000003,0.5549999999999999,-0.17999999999999994
0.28500000000000003,0.5900000000000001,-0.16500000000000004
0.28500000000000003,0.61,-0.1499999999999999
0.30000000000000004,0.595,-0.16500000000000004
0.27,0.5800000000000001,-0.135
0.21499999999999997,0.585,-0.09000000000000008
0.18500000000000005,0.595,-0.09000000000000008
0.19499999999999995,0.595,-0.09000000000000008
0.20499999999999996,0.595,-0.09499999999999997
0.20499999999999996,0.56,-0.07499999999999996
0.19499999999999995,0.5700000000000001,-0.02499999999999991
0.15500000000000003,0.5700000000000001,0.025000000000000022
0.15000000000000002,0.6,0.07999999999999996
0.14,0.615,0.11499999999999999
0.15500000000000003,0.61,0.15500000000000003
0.16500000000000004,0.595,0.20499999999999996
0.14500000000000002,0.605,0.27
0.14500000000000002,0.5800000000000001,0.35
0.135,0.61,0.45499999999999996
0.15000000000000002,0.635,0.5449999999999999
0.17000000000000004,0.61,0.5900000000000001
0.18000000000000005,0.615,0.615
0.17000000000000004,0.615,0.64
0.17500000000000004,0.625,0.665
0.17500000000000004,0.6599999999999999,0.75
0.20999999999999996,0.6699999999999999,0.8049999999999999
0.245,0.6599999999999999,0.855
0.255,0.65,0.915
0.235,0.65,0.99
0.18999999999999995,0.675,1.045
0.19499999999999995,0.6799999999999999,1.135
0.265,0.6950000000000001,1.195
0.37,0.6950000000000001,1.225
0.515,0.6950000000000001,1.25
0.685,0.69,1.25
0.935,0.69,1.225
1.22,0.6950000000000001,1.185
1.505,0.6950000000000001,1.13
1.755,0.6699999999999999,1.09
1.925,0.655,1.045
1.9,0.635,1.015
1.62,0.635,1.0
1.23,0.6699999999999999,1.025
0.85,0.69,1.03
0.495,0.685,1.0
0.26,0.655,0.945
0.17000000000000004,0.65,0.925
0.135,0.645,0.915
0.14500000000000002,0.6599999999999999,0.915
0.17500000000000004,0.645,0.945
0.19499999999999995,0.645,0.94
0.20999999999999996,0.64,0.91
0.22499999999999998,0.625,0.86
0.235,0.63,0.79
0.235,0.645,0.6950000000000001
0.255,0.675,0.5700000000000001
0.275,0.6950000000000001,0.42500000000000004
0.28500000000000003,0.7050000000000001,0.22499999999999998
0.26,0.7150000000000001,0.04500000000000004
0.235,0.72,-0.09499999999999997
0.22999999999999998,0.74,-0.20999999999999996
0.245,0.76,-0.30000000000000004
0.245,0.755,-0.3700000000000001
0.22499999999999998,0.73,-0.42500000000000004
0.17000000000000004,0.7150000000000001,-0.43500000000000005
0.125,0.7,-0.43500000000000005
0.08499999999999996,0.725,-0.45500000000000007
0.09499999999999997,0.73,-0.47
0.14,0.725,-0.51
0.18500000000000005,0.6950000000000001,-0.54
0.245,0.685,-0.56
0.30500000000000005,0.6950000000000001,-0.585
0.365,0.725,-0.5700000000000001
0.43500000000000005,0.75,-0.56
0.52,0.735,-0.55
0.5349999999999999,0.71,-0.565
0.48,0.685,-0.595
0.42000000000000004,0.7050000000000001,-0.6000000000000001
0.375,0.6950000000000001,-0.605
0.36,0.6699999999999999,-0.625
0.33499999999999996,0.6599999999999999,-0.635
0.30000000000000004,0.655,-0.655
0.28,0.65,-0.655
0.245,0.655,-0.6799999999999999
0.25,0.6699999999999999,-0.6699999999999999
0.265,0.685,-0.675
0.29000000000000004,0.665,-0.6950000000000001
0.30000000000000004,0.6599999999999999,-0.7250000000000001
0.30000000000000004,0.65,-0.7350000000000001
0.32999999999999996,0.65,-0.73
0.375,0.655,-0.74
0.41000000000000003,0.665,-0.7450000000000001
0.46499999999999997,0.645,-0.7450000000000001
0.46499999999999997,0.635,-0.75
0.47,0.63,-0.7549999999999999
0.44999999999999996,0.61,-0.7649999999999999
0.44999999999999996,0.635,-0.76
0.45999999999999996,0.6599999999999999,-0.7649999999999999
0.47,0.645,-0.7849999999999999
0.48,0.615,-0.7949999999999999
0.44499999999999995,0.62,-0.815
0.43999999999999995,0.645,-0.815
0.44999999999999996,0.6799999999999999,-0.825
0.475,0.685,-0.825
0.49,0.6799999999999999,-0.835
0.495,0.685,-0.845
0.5,0.6799999999999999,-0.855
0.495,0.685,-0.8400000000000001
0.475,0.7150000000000001,-0.815
0.45499999999999996,0.74,-0.815
0.41000000000000003,0.74,-0.8300000000000001
0.36,0.745,-0.845
0.30000000000000004,0.745,-0.8200000000000001
0.29000000000000004,0.775,-0.79
0.29000000000000004,0.79,-0.7649999999999999
0.31499999999999995,0.81,-0.7350000000000001
0.33999999999999997,0.79,-0.7450000000000001
0.355,0.78,-0.76
0.36,0.755,-0.76
0.32499999999999996,0.77,-0.71
0.29500000000000004,0.775,-0.685
0.32499999999999996,0.77,-0.665
0.4,0.755,-0.665
0.47,0.725,-0.6499999999999999
0.43000000000000005,0.7050000000000001,-0.625
0.29000000000000004,0.69,-0.5900000000000001
0.16500000000000004,0.685,-0.53
0.17500000000000004,0.675,-0.4750000000000001
0.37,0.6599999999999999,-0.45500000000000007
0.54,0.6699999999999999,-0.44999999999999996
0.52,0.7,-0.43999999999999995
0.725,0.755,-0.4099999999999999
1.315,0.8049999999999999,-0.3600000000000001
1.855,0.845,-0.33499999999999996
2.025,0.905,-0.3400000000000001
1.6949999999999998,0.95,-0.3600000000000001
1.255,1.0,-0.3500000000000001
1.3599999999999999,1.095,-0.32499999999999996
1.865,1.2,-0.30000000000000004
2.1100000000000003,1.295,-0.27
1.9300000000000002,1.355,-0.2549999999999999
1.77,1.4,-0.25
1.79,1.47,-0.22999999999999998
1.815,1.55,-0.21999999999999997
1.72,1.645,-0.20999999999999996
1.545,1.71,-0.21500000000000008
1.405,1.77,-0.2250000000000001
1.29,1.8399999999999999,-0.2250000000000001
1.155,1.915,-0.22999999999999998
1.01,1.9649999999999999,-0.20999999999999996
0.87,2.0149999999999997,-0.19999999999999996
0.755,2.085,-0.20500000000000007
0.625,2.1550000000000002,-0.20999999999999996
0.49,2.25,-0.19999999999999996
0.385,2.34,-0.19999999999999996
0.30000000000000004,2.42,-0.17999999999999994
0.27,2.495,-0.16999999999999993
0.27,2.55,-0.16500000000000004
0.29000000000000004,2.605,-0.18500000000000005
0.30000000000000004,2.6550000000000002,-0.18500000000000005
0.31000000000000005,2.685,-0.18999999999999995
0.31999999999999995,2.725,-0.18500000000000005
0.29000000000000004,2.725,-0.15500000000000003
0.28500000000000003,2.5700000000000003,-0.16500000000000004
0.26,2.205,-0.16500000000000004
0.24,1.77,-0.15500000000000003
0.19999999999999996,1.395,-0.16999999999999993
0.18500000000000005,1.095,-0.17500000000000004
0.19999999999999996,0.88,-0.15999999999999992
0.21999999999999997,0.75,-0.15999999999999992
0.26,0.62,-0.16999999999999993
0.31499999999999995,0.525,-0.17999999999999994
0.365,0.44999999999999996,-0.17500000000000004
0.43500000000000005,0.4,-0.1499999999999999
0.5,0.375,-0.1299999999999999
0.565,0.345,-0.1200000000000001
0.62,0.33999999999999997,-0.125
0.685,0.31499999999999995,-0.1299999999999999
